0.000	27.327	12.473	2.7702
0.000	25.925	11.402	2.7185
0.000	24.927	10.858	2.6994
0.224	23.165	10.650	2.7131
0.000	25.068	11.290	2.6859
0.000	28.577	11.778	2.6176
0.000	27.803	13.788	2.6702
0.000	29.155	12.685	2.6638
0.000	29.985	13.613	2.6828
0.000	31.890	13.390	2.6867
0.000	32.475	13.955	2.6751
0.000	30.105	15.713	2.6615
0.000	28.877	13.723	2.6992
0.000	31.077	12.432	2.6196
0.000	32.525	13.893	2.6584
0.000	35.730	15.075	2.5398
0.000	35.217	15.023	2.5999
0.000	32.250	13.842	2.5574
0.000	34.580	11.915	2.6327
0.000	36.903	17.100	2.6039
0.000	37.360	18.392	2.6462
0.000	36.890	19.297	2.5864
0.000	36.082	17.340	2.5475
0.000	36.097	15.685	2.5477
0.000	31.023	15.435	2.5523
0.000	29.570	13.428	2.5224
0.000	26.880	13.100	2.4520
0.000	27.612	12.975	2.5152
0.000	28.280	13.400	2.5828
0.000	29.905	12.820	2.4917
0.000	31.730	14.795	2.4757
0.000	35.392	13.770	2.5569
0.000	35.385	14.863	2.5972
0.000	34.125	14.633	2.5401
0.000	33.102	12.322	2.5767
0.000	31.220	12.770	2.5786
0.000	29.458	12.237	2.4884
0.000	29.728	11.400	2.4129
0.000	33.752	11.607	2.3738
0.000	36.227	13.072	2.3371
0.000	33.980	13.852	2.3312
0.000	32.837	15.415	2.3933
0.000	30.915	15.075	2.3960
0.000	30.200	13.965	2.4243
0.000	30.975	12.810	2.4454
0.000	32.635	13.665	2.3763
0.000	31.575	12.537	2.4872
0.000	35.505	14.232	2.4146
0.000	37.347	15.332	2.3888
0.000	38.345	16.545	2.2761
0.000	34.972	14.257	2.2455
0.000	30.765	13.765	2.2042
0.079	27.785	14.572	2.1772
0.000	27.455	13.835	2.2905
0.000	26.213	13.370	2.1655
0.000	29.825	14.637	2.1615
0.000	33.530	14.107	2.0661
0.000	38.190	15.685	2.1563
0.000	39.012	19.630	2.1140
0.000	39.227	19.168	2.1930
0.000	38.158	19.327	2.2314
0.046	31.495	17.888	2.1143
0.908	30.902	16.332	2.0269
0.000	33.292	14.905	1.8747
0.000	28.862	15.092	1.9518
0.000	28.023	12.945	2.0317
0.000	29.452	12.643	2.0012
0.000	29.403	12.183	1.9215
0.000	30.572	12.398	2.0242
0.000	32.615	12.275	1.8384
0.000	29.767	12.950	1.7989
0.000	25.808	11.648	1.9711
0.000	26.642	10.440	1.9894
0.000	25.745	11.027	1.8755
0.000	25.857	9.727	1.8922
0.000	27.207	9.338	1.8273
0.000	29.680	10.260	1.9972
0.000	31.213	11.565	2.0250
0.000	31.395	12.585	1.9649
0.000	34.412	13.777	1.9045
0.000	34.150	15.537	1.8943
0.000	30.130	13.557	1.7544
0.000	28.057	10.078	1.7236
0.000	29.832	10.690	1.7988
0.000	27.630	10.430	1.6982
0.000	26.790	10.878	1.6262
0.000	26.643	10.342	1.6665
0.000	21.890	10.375	1.7010
0.000	26.100	8.227	1.6620
0.000	28.805	9.230	1.6360
0.000	31.320	9.568	1.6812
0.000	32.280	10.545	1.7078
0.000	31.537	11.138	1.7292
0.000	29.970	11.467	1.8308
0.000	30.215	10.555	1.7665
0.000	30.727	9.712	1.7672
0.000	31.925	10.855	1.7595
0.000	31.550	10.423	1.6931
0.000	29.605	9.632	1.9078
0.000	28.557	9.375	1.6977
0.000	23.620	10.758	1.8230
0.000	24.500	9.892	1.8100
0.000	24.500	7.065	1.8473
0.000	26.793	6.365	1.9286
0.000	24.388	8.265	2.0573
0.000	25.688	10.645	1.7457
0.000	26.133	6.712	1.8762
0.000	27.293	8.210	1.9536
0.000	26.818	7.500	1.6872
0.000	26.360	7.297	1.4449
0.000	26.767	8.102	1.6239
0.000	27.267	7.105	1.7914
0.000	26.220	8.383	1.8801
0.000	25.290	8.848	1.7735
0.212	22.642	12.390	1.9096
0.000	24.192	5.812	1.6591
0.000	26.452	8.105	1.5796
0.000	26.970	7.355	1.8455
0.000	27.865	7.772	1.8952
0.000	25.955	7.168	2.0005
0.000	28.255	7.757	2.0740
0.000	25.932	7.895	1.9992
0.000	26.335	6.530	1.8097
0.000	25.455	9.165	1.7719
0.000	21.730	11.182	1.8713
0.000	21.267	11.312	1.6970
0.000	21.485	10.025	1.6220
0.000	23.020	8.815	1.8844
0.000	21.280	6.450	1.7905
0.469	18.610	5.160	1.8591
6.645	16.797	5.210	1.9156
5.437	13.000	6.893	1.9050
0.533	13.867	2.532	2.1260
0.000	14.295	0.725	1.9823
0.000	14.417	1.240	1.8959
0.000	16.025	0.817	2.1523
0.083	16.182	0.512	2.5182
0.370	17.455	1.098	2.1807
1.347	18.260	5.868	1.9824
0.000	20.268	4.663	1.9955
0.000	19.735	3.885	2.1592
0.000	19.723	5.247	2.0735
0.000	18.778	7.545	2.1945
0.000	20.945	8.118	2.1640
0.000	21.552	5.118	2.0366
0.708	16.397	6.418	2.2036
0.031	14.820	3.480	2.1300
0.000	17.875	7.055	2.0284
0.464	16.770	7.610	2.1923
0.000	16.808	1.887	2.1237
0.000	17.215	1.583	2.6134
0.000	18.285	4.490	2.4722
0.000	18.142	1.980	2.5909
0.056	19.070	2.422	2.6000
1.693	21.622	6.740	2.6123
37.995	17.470	12.447	2.5975
12.568	17.448	6.357	2.4275
0.000	18.920	5.885	2.2006
0.000	17.162	6.655	2.1729
0.011	17.093	9.780	2.3642
0.067	15.555	7.767	2.4297
2.052	18.727	8.253	2.3868
0.179	14.252	4.095	2.4767
1.278	14.607	5.717	2.6010
22.332	14.452	6.920	2.3485
29.282	14.157	9.912	2.3974
5.420	13.100	6.638	2.5207
0.000	13.247	3.243	2.4200
0.107	12.505	1.328	2.8607
3.374	12.012	4.343	2.7078
0.000	14.117	4.720	2.6246
0.059	13.888	1.440	2.7938
0.000	15.047	1.635	2.7671
0.000	15.293	3.475	2.3913
0.000	15.442	5.020	2.8051
0.000	15.840	4.580	2.8100
0.000	15.130	3.943	2.8364
0.000	16.158	5.062	3.0235
0.000	14.473	3.970	2.9094
0.015	13.935	0.970	2.9454
0.886	11.940	0.873	2.6723
0.231	10.597	1.215	2.7236
0.000	6.888	-0.458	2.5730
0.241	7.065	-3.710	2.6356
7.581	8.662	-0.355	2.5844
7.939	15.037	2.897	2.7803
69.074	13.173	7.483	2.7814
4.348	14.342	6.415	2.7385
3.023	9.595	3.637	2.7807
1.545	11.852	4.815	2.7100
1.016	11.655	2.262	2.6712
15.290	11.490	3.330	2.5680
12.897	11.593	4.698	2.5489
18.497	9.675	3.660	2.4816
0.038	9.158	-0.360	2.7520
0.655	9.173	-0.038	2.9484
10.112	9.622	3.840	2.6860
29.501	10.982	5.353	2.7508
0.778	12.158	2.368	2.7741
2.960	11.893	5.535	2.7675
20.792	11.120	5.950	2.4472
0.870	9.618	3.050	2.8260
1.026	10.267	1.222	2.7443
0.000	10.485	0.012	2.8796
0.349	11.152	1.725	2.6408
7.282	10.788	4.423	2.5246
19.738	14.090	8.658	2.4068
9.714	12.917	10.230	2.4982
5.862	13.368	9.793	2.5002
1.973	11.462	2.663	2.5709
14.091	8.958	2.382	2.3583
5.120	9.682	1.668	2.2745
4.287	9.270	2.187	2.4882
0.551	9.155	0.997	2.6054
0.000	9.382	-0.455	2.2171
0.000	12.600	2.222	2.3191
0.100	11.350	1.342	2.8238
2.750	12.952	4.452	2.6786
13.774	11.785	7.045	2.6088
2.460	16.682	7.580	2.4901
1.288	16.995	8.545	2.5775
0.155	17.677	9.232	2.7071
0.466	15.412	10.673	2.3344
0.399	18.557	10.070	2.5235
1.765	18.795	10.457	2.3847
0.530	16.958	7.080	2.2451
0.000	19.315	6.342	2.5538
0.000	19.750	6.320	2.4412
0.000	20.730	6.870	2.3239
0.000	20.753	7.607	2.4307
0.000	19.188	6.640	2.8042
0.000	20.003	6.403	2.4032
0.000	20.100	9.018	2.4137
0.000	20.525	10.058	2.6247
0.127	19.730	9.915	2.6161
7.699	16.575	9.478	2.4320
0.572	19.282	8.897	2.2475
0.000	19.177	5.840	2.4015
0.000	21.358	4.950	2.2133
0.572	19.180	10.920	2.1420
7.063	18.195	10.078	2.2553
11.874	18.328	11.733	2.1269
1.233	17.590	10.745	2.2262
0.591	14.655	7.835	2.2262
8.205	14.262	9.105	2.2637
0.000	15.570	8.380	2.5171
0.632	13.632	4.350	2.3262
4.463	13.753	9.168	2.3457
11.995	16.925	4.855	2.1627
0.000	17.228	4.775	2.2156
0.000	18.170	4.362	1.9464
0.000	21.135	9.905	2.0428
0.000	22.463	4.440	2.2619
0.000	23.833	7.535	2.3179
0.000	25.948	8.562	2.0998
0.000	26.730	10.922	2.1056
0.000	24.307	10.533	2.0005
0.000	25.150	7.947	2.0988
0.000	23.943	11.013	2.3174
0.016	23.550	6.742	2.3363
0.243	18.048	10.570	2.2248
1.833	19.210	10.090	1.9968
3.287	20.023	12.013	2.0808
1.412	17.710	12.097	2.0076
0.000	19.682	4.675	1.8589
0.000	17.217	8.595	2.1054
0.496	15.787	4.635	2.1596
0.000	17.253	1.815	2.2923
0.000	19.075	7.785	2.1178
0.000	20.878	6.673	2.3033
0.000	21.455	6.653	2.5391
0.000	22.083	8.513	2.4669
0.000	24.727	8.305	2.4240
0.000	23.493	8.263	2.2088
0.000	26.472	7.283	2.1859
0.000	24.068	5.610	2.2269
0.000	24.228	13.957	2.5425
0.000	23.650	12.645	2.3415
0.000	24.282	12.900	2.0438
0.000	24.285	12.122	1.9350
0.000	28.812	12.755	2.1434
0.000	28.235	13.170	2.2021
0.000	27.410	13.995	2.1874
0.023	27.595	11.358	2.1956
0.140	25.822	12.688	2.3101
2.404	20.805	11.570	2.3403
0.410	23.855	10.402	2.3192
0.000	26.852	9.425	2.1251
0.000	25.543	12.747	2.1692
0.000	23.378	7.725	2.2819
0.000	23.222	7.465	2.0648
0.000	19.758	8.740	2.3889
0.000	19.832	6.423	2.5135
0.000	22.713	7.928	2.3718
0.000	26.125	8.312	2.1775
0.000	24.108	12.638	2.3526
0.000	23.105	11.380	2.2364
0.000	23.535	6.085	2.2982
0.000	26.048	9.267	2.2555
0.000	26.950	11.377	2.4460
0.000	26.075	10.515	2.3869
0.000	24.060	12.562	2.4770
0.000	25.747	10.388	2.3612
0.000	25.535	11.650	2.4900
0.000	30.677	12.953	2.3692
0.000	32.740	13.947	2.4768
0.000	29.420	10.728	2.3467
0.000	28.750	10.247	2.4477
0.000	29.035	9.727	2.4828
0.000	26.545	15.595	2.5434
1.954	20.785	13.450	2.5163
0.000	21.365	3.785	2.4836
0.000	22.082	7.315	2.5963
0.000	21.727	10.730	2.6442
0.000	25.625	6.673	2.7117
0.000	26.810	9.015	2.4696
0.000	26.593	11.592	2.4165
0.000	28.170	11.220	2.5318
0.000	28.700	9.648	2.5392
0.000	29.273	9.925	2.6279
0.000	21.037	12.873	2.6775
0.025	24.510	9.010	2.4444
0.241	21.300	12.025	2.6639
0.057	24.988	9.098	2.5735
0.000	25.825	10.715	2.5265
0.000	25.828	10.755	2.6224
0.000	25.565	12.092	2.6673
0.038	18.660	10.470	2.8540
1.103	21.825	7.505	2.5905
0.000	26.215	6.960	2.5613
0.000	28.290	7.440	2.5816
0.000	28.903	11.343	2.6902
0.000	25.480	11.877	2.7703
0.000	24.325	12.260	2.8130
0.000	25.198	7.660	2.7188
0.000	21.262	9.763	2.6848
0.000	23.925	8.370	2.7002
0.000	24.668	8.603	2.8004
0.000	24.832	8.557	2.7695
0.000	30.810	9.925	2.8256
0.000	33.230	10.690	2.8640
0.000	37.210	12.232	2.8980
0.000	37.403	15.862	3.0304
0.000	29.550	13.135	2.9218
0.000	29.878	11.765	2.7927
0.000	31.625	15.920	2.9376
0.000	30.315	12.830	2.9890
0.000	31.588	11.812	3.0355
0.000	33.210	10.745	3.0564
0.000	35.280	11.543	2.8979
0.000	35.387	12.447	2.9600
0.000	29.117	11.777	2.8938
0.000	25.448	11.620	2.7969
0.000	29.728	11.340	2.7570
0.000	29.135	14.580	2.8900
0.000	29.283	13.842	2.8203
0.000	30.335	12.240	2.9379
0.000	34.052	12.797	2.8858
0.000	32.170	16.605	2.8566
0.000	30.712	15.502	2.7027
0.000	28.120	13.622	2.6876
0.000	25.760	15.505	2.7370
0.082	24.003	12.730	2.7565
0.000	25.012	10.548	2.6793
0.000	26.315	12.473	2.6896
0.123	26.653	14.840	2.7897
10.431	27.112	14.053	2.7702
0.000	28.298	11.750	2.7185
0.000	31.093	12.430	2.6994
0.000	33.895	14.640	2.7131
0.000	32.170	14.160	2.6859
0.000	33.045	12.790	2.6176
0.000	30.822	14.507	2.6702
0.000	31.045	14.597	2.6638
0.000	35.110	13.445	2.6828
0.000	38.422	16.507	2.6867
0.000	37.382	16.955	2.6751
0.000	36.350	17.145	2.6615
0.000	34.083	16.832	2.6992
0.000	29.375	16.055	2.6196
0.000	29.602	16.452	2.6584
0.000	32.055	16.335	2.5398
0.000	34.430	15.100	2.5999
0.000	36.845	16.507	2.5574
0.000	36.032	17.957	2.6327
0.000	37.915	16.740	2.6039
0.000	39.365	18.095	2.6462
0.000	40.262	19.545	2.5864
0.000	38.805	20.430	2.5475
0.000	36.505	19.438	2.5477
0.000	32.995	17.735	2.5523
0.000	31.942	19.085	2.5224
0.000	30.185	17.648	2.4520
0.000	30.970	16.870	2.5152
0.000	32.418	16.120	2.5828
0.000	35.968	16.785	2.4917
0.000	33.155	12.553	2.4757
0.000	35.345	16.170	2.5569
0.000	37.427	14.475	2.5972
0.000	34.990	17.360	2.5401
0.000	31.540	19.622	2.5767
0.000	36.053	19.595	2.5786
0.000	32.740	17.950	2.4884
0.000	28.880	14.150	2.4129
0.000	27.327	14.735	2.3738
0.000	28.325	13.075	2.3371
0.000	25.560	14.755	2.3312
0.000	25.298	14.415	2.3933
0.000	28.755	12.513	2.3960
0.000	27.528	13.263	2.4243
0.438	24.280	16.005	2.4454
0.000	27.065	14.882	2.3763
0.000	27.347	16.587	2.4872
0.000	26.585	15.292	2.4146
0.000	29.150	14.090	2.3888
0.000	32.113	13.402	2.2761
0.000	35.903	13.727	2.2455
0.000	34.640	14.830	2.2042
0.000	31.610	13.413	2.1772
0.000	32.443	16.663	2.2905
0.000	35.772	14.765	2.1655
0.000	32.235	16.595	2.1615
0.000	30.892	14.805	2.0661
0.000	29.390	14.578	2.1563
0.085	30.320	16.343	2.1140
0.000	31.068	18.030	2.1930
0.000	31.300	17.723	2.2314
0.000	31.265	13.412	2.1143
0.000	30.207	16.830	2.0269
0.000	27.655	16.955	1.8747
0.000	30.220	15.780	1.9518
0.000	30.293	16.318	2.0317
0.000	27.238	15.005	2.0012
0.000	27.535	15.717	1.9215
0.000	25.312	15.210	2.0242
0.000	26.870	13.560	1.8384
0.000	28.945	13.645	1.7989
0.000	32.740	17.150	1.9711
0.000	33.815	15.408	1.9894
0.000	34.605	17.005	1.8755
0.000	34.943	17.812	1.8922
0.000	34.267	11.303	1.8273
0.000	32.270	17.427	1.9972
0.000	28.497	16.085	2.0250
0.000	27.227	14.925	1.9649
0.000	29.080	14.845	1.9045
0.000	34.913	15.648	1.8943
0.133	33.600	17.240	1.7544
2.763	26.798	13.002	1.7236
2.048	25.648	13.028	1.7988
0.000	24.157	10.855	1.6982
0.000	25.473	10.168	1.6262
0.000	25.455	9.002	1.6665
0.000	31.523	13.180	1.7010
0.000	32.535	17.608	1.6620
0.000	33.337	16.727	1.6360
0.000	31.632	15.182	1.6812
2.237	24.340	18.262	1.7078
1.327	21.070	17.320	1.7292
1.917	20.102	12.892	1.8308
1.469	17.263	7.238	1.7665
1.697	18.670	8.160	1.7672
0.338	23.668	6.298	1.7595
1.574	20.697	10.147	1.6931
2.190	20.290	10.230	1.9078
1.443	19.610	10.038	1.6977
1.126	18.358	10.037	1.8230
0.064	19.120	11.358	1.8100
0.000	20.832	10.327	1.8473
0.000	24.328	6.957	1.9286
0.000	25.707	7.180	2.0573
0.000	23.920	9.763	1.7457
0.000	24.080	8.943	1.8762
0.000	25.448	9.562	1.9536
0.000	22.873	10.348	1.6872
0.000	22.307	9.420	1.4449
0.000	23.562	9.263	1.6239
0.000	23.062	9.680	1.7914
0.000	22.508	9.915	1.8801
0.000	21.320	11.757	1.7735
0.000	21.900	8.770	1.9096
0.000	23.290	7.415	1.6591
0.000	24.523	7.372	1.5796
0.000	25.795	5.545	1.8455
0.000	23.302	10.840	1.8952
0.000	20.320	10.428	2.0005
0.000	20.160	8.685	2.0740
0.000	22.298	4.510	1.9992
0.000	23.185	5.408	1.8097
0.000	22.602	8.845	1.7719
0.000	24.360	7.175	1.8713
0.042	20.428	9.673	1.6970
1.679	17.865	8.320	1.6220
7.608	17.528	6.470	1.8844
0.532	18.983	7.660	1.7905
0.344	18.210	3.377	1.8591
0.000	19.020	3.430	1.9156
0.000	21.612	5.120	1.9050
0.000	21.190	5.413	2.1260
0.000	19.213	7.157	1.9823
0.000	17.812	4.902	1.8959
0.000	17.443	-0.195	2.1523
0.000	14.988	-1.927	2.5182
0.000	17.100	-0.507	2.1807
0.000	17.715	-0.968	1.9824
0.000	17.450	-0.977	1.9955
0.000	18.718	1.882	2.1592
0.000	18.695	7.355	2.0735
0.000	17.548	5.065	2.1945
0.000	19.010	0.262	2.1640
0.000	16.635	0.602	2.0366
0.000	14.428	6.050	2.2036
0.302	13.935	0.652	2.1300
1.695	13.352	3.390	2.0284
4.617	14.670	5.072	2.1923
0.000	15.413	6.092	2.1237
0.021	17.090	6.313	2.6134
0.000	14.200	1.390	2.4722
0.328	14.517	3.223	2.5909
7.491	15.240	5.675	2.6000
23.842	13.648	8.245	2.6123
9.186	15.033	9.528	2.5975
2.797	16.055	11.855	2.4275
1.608	15.333	8.387	2.2006
0.000	15.212	4.670	2.1729
0.000	12.048	2.020	2.3642
0.000	10.383	1.908	2.4297
0.000	12.430	0.983	2.3868
0.000	11.603	1.393	2.4767
0.000	12.558	1.240	2.6010
0.000	12.765	-0.455	2.3485
0.000	13.178	-1.535	2.3974
0.000	13.170	-0.550	2.5207
0.000	14.300	-0.742	2.4200
0.000	14.025	2.412	2.8607
0.000	13.648	0.720	2.7078
0.000	14.128	1.498	2.6246
0.000	15.227	2.162	2.7938
0.000	14.220	3.053	2.7671
0.021	11.832	4.105	2.3913
4.658	11.527	1.870	2.8051
9.446	12.363	1.862	2.8100
14.255	10.030	2.003	2.8364
0.000	9.505	1.245	3.0235
4.467	8.562	1.987	2.9094
3.182	9.775	2.105	2.9454
7.937	8.492	2.478	2.6723
0.000	9.158	0.620	2.7236
0.394	8.640	-0.197	2.5730
7.375	5.263	0.777	2.6356
1.230	9.720	1.158	2.5844
16.507	8.833	5.000	2.7803
3.624	13.510	3.530	2.7814
0.226	12.973	1.477	2.7385
3.090	13.385	2.625	2.7807
0.000	12.892	4.817	2.7100
0.000	11.890	4.085	2.6712
0.000	12.145	4.663	2.5680
0.000	10.143	-0.558	2.5489
0.000	7.803	0.260	2.4816
0.000	7.982	1.507	2.7520
0.702	8.937	1.462	2.9484
0.000	13.915	2.157	2.6860
0.000	10.462	0.862	2.7508
0.000	7.653	0.265	2.7741
0.000	6.812	-1.490	2.7675
0.000	7.790	-1.293	2.4472
0.000	9.842	-1.740	2.8260
0.000	13.135	-0.293	2.7443
0.000	13.672	-0.710	2.8796
0.000	14.662	3.885	2.6408
0.000	16.005	4.577	2.5246
0.000	13.670	3.300	2.4068
0.000	14.775	1.607	2.4982
0.000	15.000	1.472	2.5002
0.000	16.190	1.120	2.5709
0.162	16.498	1.978	2.3583
0.448	15.847	5.058	2.2745
0.286	15.243	5.523	2.4882
0.670	13.380	7.520	2.6054
0.000	11.025	-1.617	2.2171
0.000	12.110	-0.563	2.3191
0.000	16.345	0.200	2.8238
0.000	18.875	2.268	2.6786
0.000	19.840	1.660	2.6088
0.000	20.780	2.660	2.4901
0.000	20.648	4.430	2.5775
0.000	20.878	6.230	2.7071
0.000	21.665	1.912	2.3344
0.000	18.620	4.950	2.5235
0.055	17.703	3.395	2.3847
2.426	16.908	7.922	2.2451
0.435	19.122	7.370	2.5538
0.000	20.300	6.790	2.4412
0.000	22.720	7.045	2.3239
0.022	22.320	4.770	2.4307
1.186	18.837	6.468	2.8042
0.000	17.608	8.427	2.4032
0.687	12.897	5.345	2.4137
8.360	12.335	3.590	2.6247
13.301	11.330	6.812	2.6161
31.179	16.645	8.233	2.4320
3.125	13.500	7.987	2.2475
11.236	14.478	7.490	2.4015
28.432	17.230	10.905	2.2133
7.007	15.580	9.348	2.1420
2.819	15.640	6.550	2.2553
0.000	14.483	3.650	2.1269
0.000	15.455	3.533	2.2262
0.000	15.467	2.885	2.2637
0.000	16.883	2.228	2.5171
0.000	17.455	1.920	2.3262
0.000	18.842	3.022	2.3457
0.000	18.472	4.327	2.1627
0.000	17.972	5.055	2.2156
0.065	20.135	1.945	1.9464
1.439	15.757	5.320	2.0428
10.954	13.362	4.053	2.2619
0.686	14.202	3.142	2.3179
0.893	14.265	1.468	2.0998
0.601	15.275	2.785	2.1056
3.778	15.692	5.480	2.0005
1.580	14.993	2.992	2.0988
0.000	17.068	3.212	2.3174
0.000	18.543	3.805	2.3363
0.000	19.580	5.120	2.2248
0.000	19.992	5.345	1.9968
0.000	19.238	7.173	2.0808
0.000	20.045	8.238	2.0076
0.000	18.105	7.883	1.8589
0.000	18.603	5.408	2.1054
0.000	18.892	5.957	2.1596
0.000	22.977	4.467	2.2923
0.000	24.135	6.965	2.1178
0.000	24.615	6.332	2.3033
0.000	22.227	9.565	2.5391
0.054	25.355	11.460	2.4669
0.674	20.872	9.182	2.4240
0.000	18.760	4.635	2.2088
0.000	18.438	3.715	2.1859
